소비구분,시도구분,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
스키장,울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,전라북도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,제주특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,충청북도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기타레저,강원도,909866,838168,963171,922680,1086770,1101691,1229361,1455262,1174328,1122421,1019076,1168656,1159894,1145230,1162267,1070254,1318401,1355018,1512782,1834672,1410874,1358850,384689,454220,536658,331773,238821,261044,418319,430429,598066,718519,317898,431966,286204,199912,209136,286708,274806,294610,423547,485666,663393,797595,490103,494230,348127,295662,400303,332942,286620,882170,1620092,1207960,1309503,1613159,1032849,1329679,657775,544510
기타레저,경기도,13095564,12573326,15034734,14378624,16249879,15460390,16649903,18570485,15833853,15703812,12027632,13418352,14653603,13955561,14379514,12818889,14736750,14834637,16278615,17585061,14641690,14636328,6133399,6818686,7427520,4492190,3686137,4191600,5487965,4814598,5430758,4832785,2935993,4784308,3956470,1655752,2292946,3586936,4374170,4160396,4960671,4759009,4321531,4620817,4455432,4721809,4293741,3871387,4635622,3931878,4422585,5158133,6000930,6301086,6923637,6954518,5594858,6116707,5107507,5532246
기타레저,경상남도,2201893,2052352,2173499,2092555,2386468,2596268,3509738,4216069,2418619,2192548,2098548,2411365,2566268,2562683,2466223,2206377,2654453,2770758,3296239,3927449,2726745,2637153,1197189,1363493,1502434,946881,767789,840870,1161788,1006597,1241187,1340791,760125,1147509,855512,557541,679547,825917,912518,837971,1034046,949513,1014143,1093791,1051787,1134637,930627,835642,981380,768881,837846,1006085,1236726,1280591,1525860,1729086,1067019,1176775,951117,1046620
기타레저,경상북도,2139924,1877449,2090040,1933221,2227314,2079472,2611842,3093530,2201744,2220094,1973213,2148103,2354798,1959708,2036394,1838147,2044758,2240015,2609579,2860533,2263880,2286413,1035877,1103788,1254567,704395,423671,563605,844911,765517,856430,1056593,707500,945881,788271,528907,613715,829101,925434,841150,1002225,948151,1011558,1100266,958057,1143773,996507,842124,1045374,783657,811433,1033929,1207109,1212142,1510627,1582510,1028664,1263278,986241,1029202
기타레저,광주광역시,1324477,1189258,1403286,1324651,1463141,1371401,1402125,1533635,1515347,1556974,1364245,1525659,1593188,1628473,1643957,1526941,1734024,1753268,1813741,1890184,1757998,1838729,596284,652233,749575,442058,418840,442433,591404,499333,381183,426549,228567,445569,374363,288146,322714,363226,479788,430871,453771,476315,506820,501347,478828,560166,473849,451981,426427,374581,445564,531677,630451,594411,566620,545827,471000,616953,479213,475239
기타레저,대구광역시,3356327,3155599,3581342,3526429,3629996,3204824,3556074,3745175,3439707,3451794,3143298,3598671,3668410,3634023,4008028,3647929,3977245,3770694,4028035,4191883,3663469,3895687,1856947,2229612,2390500,1263367,612456,840795,1656131,1408697,1328974,1376012,1192531,1746669,1290507,928713,948046,1124356,1314974,1376018,1981465,1089596,1099401,1080987,1331720,1605403,1327169,1290352,1417152,1028837,1208279,1842888,1946528,1557405,1621891,1638786,1610962,1981228,1475537,1711542
기타레저,대전광역시,1028183,866941,1077151,955438,946036,929344,1032605,991084,954401,962617,936271,1023590,1144463,1027315,1247118,996210,1153238,1170751,1353032,1267183,1195982,1151208,483785,527619,582962,435459,325327,297043,460095,327209,306671,300490,211614,300704,261039,183469,191016,232039,288809,232972,253128,247268,240418,213026,231241,253834,204415,193452,214448,200578,249128,256046,285093,307023,326873,346603,311958,352998,311565,313716
기타레저,부산광역시,3514524,3434625,3709120,3430714,3683048,3558838,4037301,4198455,3871359,3688793,3541590,3903327,4163375,4073545,4131579,3697605,4042545,4087479,4565059,4987018,4394189,4240577,1644937,1877235,2066305,1263154,961060,1117166,1586076,1433099,1623829,1514692,1073823,1378635,1296818,714228,830406,1218458,1360663,1133340,1370412,1343990,1404045,1306220,1393987,1525726,1343263,1177488,1234165,1063792,1206919,2116743,2499669,2353057,2475391,2464402,2011821,2329359,1844465,1841350
기타레저,서울특별시,13588438,12157380,14094762,12483530,12986408,12930612,14445151,14919785,13024655,12983926,12596768,14125618,15081873,14156620,14821337,13331562,14380336,14595316,16344185,16364885,14534382,14270373,7485331,8038324,8436904,6022876,4123756,4538107,6067258,5350362,5918932,4943260,2715788,4927523,4383391,1574089,2366891,3758594,4839910,4381409,4989979,4964113,4201266,4245541,4130154,4475379,4729708,4387643,4797506,4688709,5114823,5173124,5948178,5946558,6548689,6376459,5535726,5978001,5519945,5647822
기타레저,울산광역시,971821,866201,154937,892290,925644,909728,975010,1015683,931665,891550,849589,960405,1054887,1001192,1032734,926674,998214,995242,1070460,1150455,1028622,983516,500738,527374,595423,448560,371222,394098,495284,439258,479299,493100,344813,411350,370184,278185,322921,336263,378511,348848,376328,357053,394736,420636,387473,393789,347577,319504,387298,305075,357094,371532,433822,435777,453037,479199,396505,429085,353627,396307
기타레저,인천광역시,2397035,2240059,2547000,2324972,2592989,2571707,2781358,3001256,2828307,2661363,2565574,2829529,2980123,2952733,3072645,2706526,3113502,3073009,3049606,3246259,2835916,2829857,996214,1104474,1141563,730983,688145,834648,1164704,933914,1012286,988054,707653,1087371,785148,361362,426598,635957,743816,823599,1133930,1000683,832176,1004321,1119246,1103927,863026,695868,769682,692154,860611,1099114,1334947,1225569,1324856,1435550,1259810,1342676,1133628,1010802
기타레저,전라남도,777067,805381,738715,687499,760061,789680,1048845,1255430,863272,744609,754172,867904,1023274,955810,911332,815105,940294,1005326,1323467,1735481,1136681,1136144,612424,610731,840292,475562,398162,415194,654501,531870,570384,797789,359116,537137,355168,283780,346283,403189,404312,382610,430319,468996,538768,617197,469120,504854,422605,362517,486880,335223,335028,464756,666717,695851,1057988,1159498,532410,604108,475678,514791
기타레저,전라북도,919223,818927,876562,843453,997327,960488,1061976,1129939,1014949,1043290,938433,993677,1047152,1085677,1080391,1006921,1191712,1219315,1433709,1731979,1250123,1295571,633306,581968,600652,368070,320181,344613,501707,482618,510984,653455,317110,495101,450634,239305,342718,478549,489948,410413,535512,520561,575778,683731,468105,608747,507823,367963,394412,328342,386518,614092,704125,722182,754179,788880,438451,567597,427282,315078
기타레저,제주특별자치도,418705,386401,490031,512798,584440,571665,641017,702557,557510,574929,546349,547291,621015,629743,641489,601609,719167,752265,836570,987750,731433,781271,375045,380544,416651,253549,238390,257070,408709,379508,408445,504011,321472,454841,367330,193947,180268,292415,336683,379519,437583,416328,449817,426130,357293,469976,376089,304128,372470,322483,306101,449688,610468,611862,592561,610635,422307,546271,403454,326074
기타레저,충청남도,1375221,1291147,1400323,1322739,1497285,1436826,1597131,1859827,1574873,1564841,1436309,1576617,1713883,1615279,1703552,1482327,1795307,1822112,1894827,2244472,1834510,1826989,763823,836567,956739,521281,435030,569229,848179,704087,793171,775087,549130,775238,541031,394991,481838,536022,585547,615828,789636,667711,697947,815145,762328,787204,581170,468799,797728,585240,558967,753812,921106,888907,861342,927834,778840,881741,660829,616981
기타레저,충청북도,784264,744435,870567,823601,923476,873632,964184,1074143,938060,897938,843500,950982,965616,987683,1018065,936387,1134675,1160911,1207979,1430602,1268110,1335698,642034,598690,656194,416743,417713,532513,717649,753751,755839,744660,616736,852093,611859,248894,271848,413693,526801,561997,722126,660187,708638,686703,601691,703445,535478,352372,387491,328031,393720,580571,706121,682949,745632,820258,777474,991401,715595,456591
문화서비스,강원도,870285,626233,588299,701581,877225,760833,1282900,2033739,951569,873228,853857,1863731,2141608,1989811,877996,772707,1243080,1815647,2655489,4018829,1204392,1273420,1042048,1810168,2197995,1134100,240389,317833,626763,715163,1099078,1834419,543530,955567,565807,472560,417849,713875,405221,520301,710226,738105,904922,1101917,752828,980964,769280,694102,1149715,1033091,653014,1001673,1811713,1860556,2020638,2478188,1479714,2201365,1339545,1344517
문화서비스,경기도,7127835,5392397,5544094,7472047,9077133,7749643,8160942,11211432,8561085,8833632,8711276,9021591,7560267,9165696,8440630,10507413,13348288,13366046,11810963,15166469,10305725,13644044,9530456,9467450,7595534,4166725,3022385,3547303,5492195,4615924,6021228,6051327,3657261,7929492,4382350,1875623,2132573,3928776,4273632,6906524,7637537,7199835,5188797,6747954,7375069,9685011,6959566,5084738,4781242,4048875,4286830,9873292,15283337,13987338,14325797,14624032,11634825,12252039,7073630,8910654
문화서비스,경상남도,1432185,953298,887726,1019311,1198121,1113845,1363944,2086984,1246518,1079889,1112377,1304779,1137027,1377747,962420,901055,1233869,1384307,1330710,1815650,1281985,1230044,1198227,1259842,1129066,593563,208145,200717,506106,481269,711451,1039853,398850,717278,514734,222008,273119,420065,462092,442418,626779,611699,697821,836969,670252,1137621,823846,512419,559533,445236,461552,777116,1618725,1683447,1571042,1870587,1155921,1765293,870601,1184705
문화서비스,경상북도,929367,667302,675808,853407,930666,821173,910853,1538453,1026581,943560,887386,967197,857419,994127,794833,763313,981401,1090815,983466,1363780,821009,1052126,959165,900600,784849,431933,93752,165129,359787,359785,566234,958364,358816,847428,582087,213407,234487,429652,428705,534553,714118,615661,693596,892216,738337,988548,801280,513816,613456,454932,403600,679002,1257582,1307069,1205380,1351755,910892,1147632,807574,907365
문화서비스,광주광역시,735365,565697,462985,525360,605703,543138,666697,1024065,603763,518241,591784,716453,651101,793585,510916,487524,687813,846697,801262,1015748,617356,562271,686836,794794,674665,422931,198823,147900,211397,327750,337338,568337,285119,426250,310218,201988,216246,250535,297520,316138,330840,423852,521109,595604,439201,415558,414860,358074,378006,277195,274517,332351,860642,998182,924446,928280,725059,464523,441801,742300
문화서비스,대구광역시,1655105,1219765,1032181,1144161,1391175,1315439,1607516,2287295,1369633,1143655,1338826,1620888,1310217,1571184,1072319,919266,1316214,1584071,1534848,1890801,1173681,1089421,1281791,1532790,1222877,611815,71791,117441,246353,409886,623863,920761,409625,582690,460925,259180,298438,378177,436051,415450,519410,542192,700515,773344,635919,608209,583388,542711,514225,374514,398599,489305,1254006,1406719,1358811,1278982,903288,643119,610640,1133750
문화서비스,대전광역시,799045,546511,473309,568414,658545,609460,785729,1078253,640660,536591,638199,775475,662230,766153,548960,472725,642459,794821,791281,899078,584431,596611,710255,839651,668298,358236,138094,112619,171679,218126,291950,460723,215734,317286,266821,147814,152134,194436,237542,226753,258826,326326,351580,343530,328486,329117,309606,278326,268602,195737,201161,243172,718820,791482,804879,736114,573999,396872,353492,624402
문화서비스,부산광역시,2860717,2054035,1797250,2035446,2257142,2192741,2613446,3812417,2476000,2115809,2116688,2596071,2165906,2651484,1879450,1667627,2213708,2558064,2393417,3098526,1928760,1928444,1821546,2105252,1766618,937491,295182,239460,380340,630227,932123,1287591,542836,821715,723052,369850,406560,674047,771764,728978,911060,1017222,1149811,1100805,994021,1020288,953225,836713,854245,663845,654705,804465,1926310,2141806,2177645,2253564,1517498,1197678,1048979,1770447
문화서비스,서울특별시,25070264,18568287,15919766,18794980,20464062,20307190,25447009,33803706,20377845,18371012,20977973,24595022,20859555,23806455,17297230,17167061,20183088,25329784,25596988,27045607,16817097,17913286,20583483,23711227,18764441,7819076,3292292,2613664,3729193,4935807,7173983,8530708,4053719,6255342,4906230,3824946,5403832,6514999,7054843,7042811,9152696,81348,8566548,9293241,8408107,9607123,9498075,8828175,9967211,8079234,7978758,10946888,22627933,23437482,26107836,23488485,16976774,13509145,12465827,25572279
문화서비스,울산광역시,467683,315028,267946,314917,369687,327025,417014,568310,355478,304094,338392,498905,416680,469732,311990,303035,407573,477298,524348,655301,420584,383690,450377,547546,452744,250516,66684,59106,102059,162371,238606,320867,129523,213165,163518,79249,95858,132528,161923,150013,165874,198330,247429,280892,218768,217754,212245,170106,172828,120928,138007,189878,460920,563861,497908,516904,381897,277176,240360,444275
문화서비스,인천광역시,1715683,1217675,1052446,1199005,1388860,1327234,1699935,2494675,1581866,1403258,1395407,1673062,1488407,1800139,1386614,1264921,1697078,1851199,1600340,2057118,1309311,1349447,1486760,1562774,1399499,832659,462035,442987,617417,691894,962611,1127587,544622,911606,569675,269697,340896,532147,544277,619029,765894,864259,778934,989607,837531,864692,775863,580343,604380,469878,460553,663496,1659492,1698327,1618891,1628274,1261252,1054587,895117,1246190
문화서비스,전라남도,1114729,857568,809402,964247,1342177,1000976,1354334,2122109,1119435,982925,968631,1087266,1010181,1136822,934819,947456,1393473,1248688,1225696,2002179,1194995,1474865,679738,711379,680847,399680,180343,442987,491070,427414,493290,932693,269545,570924,407379,204749,244376,367867,410118,463648,674746,598706,664507,957037,622277,739172,607753,485094,553683,390685,377840,562801,1244529,1386944,1585966,1762162,1002135,933894,715620,989231
문화서비스,전라북도,806771,563698,537279,646956,736249,677857,885069,1218896,724483,633357,678710,775691,711447,830323,584687,544315,739747,854265,814752,1090833,644174,808153,788663,778646,693773,352419,186063,171032,282795,321152,442617,642962,323815,518048,437697,178881,226396,284776,325933,372410,459129,453529,510640,592601,431510,509926,512884,338852,359864,268147,251980,388338,856482,937932,878126,950246,594095,725649,502835,562305
문화서비스,제주특별자치도,1094035,833473,863138,1176633,1357845,1139830,1260031,1611949,1134424,1074899,873688,1021345,1013168,1088457,944378,1038613,1315954,1301338,1349582,1681278,1100877,1282920,1160187,1276461,1326783,526348,301424,309016,612950,609524,832210,1222229,471102,842285,832492,411928,346114,670498,663135,848667,1055793,949460,1089121,1046866,783040,1020041,1029806,887269,1092015,903050,645818,1012993,1478169,1512878,1514063,1618043,1130864,1354095,1011542,1059399
문화서비스,충청남도,668263,480944,451131,543244,626765,579907,669907,979401,627531,589456,533676,637148,588024,705450,649246,557850,760376,851535,823543,1086672,672536,763661,761726,789412,648433,360623,119066,131528,229672,276845,418947,564759,262763,489400,300436,138995,164851,259956,320963,324898,434887,428598,490433,588284,464634,541004,453323,320331,347719,266310,264016,390914,942799,997796,879211,875850,700693,649199,492069,670576
문화서비스,충청북도,714426,517883,474324,533282,603956,623702,811537,1179973,712409,618807,670766,886098,767830,919878,638776,607592,835136,1006831,952081,1215447,728356,700470,830730,907794,648433,404714,155599,147723,267902,372110,538642,720790,300263,509720,368265,154589,184232,294610,333655,354044,480277,522124,616908,701730,520762,532972,466735,357194,379595,288794,271232,390575,1060953,1145083,1124418,1174951,809556,717103,545623,804919
식음료,강원도,50482110,45004318,47772780,50024324,58299949,54976394,62223891,79763268,55844449,55809677,46638131,54170082,53110082,50315940,51237897,44500710,55877901,56681721,61117482,85364399,50866697,59079716,50764250,54915526,54889160,39600156,35510335,41376866,56741251,53629333,63482637,77404151,43547543,60011933,45772254,33157113,30821047,41689235,37644086,45063557,54140366,53896075,60605828,67991955,51104964,61857933,52245383,47717315,53111673,44641925,36738906,53520764,67066923,67818790,79010455,93872245,60099357,74409903,53467800,55121332
식음료,경기도,350009921,318089805,388980094,384332014,412596017,394923864,406474094,410510355,386313921,387559007,365735821,405283343,369650530,332645849,397255003,379305108,418673143,399767253,397090910,419090158,364851795,396548746,373195521,403473744,357354414,298681564,298685517,337139214,387907917,352620936,383792360,340753491,289376367,358092354,314928216,228076695,234593620,255793869,309381817,317981213,348163409,323128458,301766012,302800016,305110302,348479422,349075708,322465681,302538737,257929750,316636493,386939078,441500115,409431054,431590069,414622331,387714162,433683621,379470181,392730972
식음료,경상남도,68862154,63122207,74634369,76037884,80198930,72954242,77622564,81884145,74189137,73022867,70425670,77350605,69477515,66370090,77109259,72007930,78206937,72809870,73423711,84141473,67154613,73339074,71355739,75750957,69350815,54891048,51172662,59638640,76653086,67770218,71642736,79553681,57843610,70320884,60225052,41532490,42022171,47971959,57449268,59378079,67177112,62915946,62161833,58381777,58676423,68418033,66960400,60403555,57707184,47843805,55910139,72536187,83067571,76802927,80957785,84336244,70074942,84457500,70453700,73187415
식음료,경상북도,52637800,49274236,59619558,61794629,65679795,59235044,61781823,68127409,63926427,61932436,58525997,60381961,54137460,53540057,62447392,59028350,64333809,59223993,59017036,71009744,57513197,63006906,60063080,59506792,55935926,38592844,28609417,39918560,56706047,51781935,55959867,68409390,47185810,58422242,53564905,38514304,34597904,41202027,48809013,52055200,59043742,54552436,58228346,58054804,53392917,63030163,59419534,50561188,49895311,41301037,46357883,62357521,71042944,65939561,70052824,76354319,61349153,76356494,62891312,60393466
식음료,광주광역시,43040207,39766396,46410613,44597779,47605427,45314733,46747596,46380743,45582201,44800429,43860621,50105697,44253830,41183859,46184090,43075055,47106778,44843411,44963745,45992409,42116532,44412743,44035191,48965065,43175407,33871651,33731402,37126298,44047787,40589506,32423011,35412460,30209511,38841080,35481931,26642986,25382890,27560391,36516535,36646303,34792362,36858030,37141722,32047837,33006761,36767684,38682481,36095947,31082761,26355292,32915078,39680497,45769821,43466771,43031959,41081239,39177625,44103724,40829287,42960489
식음료,대구광역시,72691487,67778609,77408969,74837037,80674988,75687103,77106625,77492724,76783143,74465755,72893457,83149378,74111491,69847240,77325358,71805679,78487659,73651815,74099665,76352578,70426525,73151665,72838463,80624774,71636941,47947129,31285257,44538600,61781127,60132059,64150814,63376879,57778033,64449112,63127095,51893829,42170324,46019295,56210709,56832594,60662433,50069279,54964868,49300716,53651924,58960181,62055697,59175669,50776812,41280892,51161828,61832274,71900127,68571226,71354273,68127615,65740428,75082480,68142097,74519238
식음료,대전광역시,40824238,36913894,45020841,43603215,45769823,43630628,43199841,43840815,42317812,42286741,41377877,46776102,41787203,37805886,44375695,41781008,45237805,42875566,42108426,43230546,39879705,42694800,41923476,46009625,39552955,32569180,28573791,33169913,40684817,31949039,29317677,31789517,28074321,32655955,30689499,23470214,21270390,23108279,30027199,26442879,29909078,28185099,26002104,22076904,25650479,29451395,28833801,28863807,24888734,20557796,25650584,31144400,35359544,33111761,35487322,35280461,34860862,39116853,35812279,38870881
식음료,부산광역시,124931466,116520600,131507580,128359152,137291044,129366642,134206311,140382615,128456490,125775667,123713670,144458917,127543982,122871077,132619062,121382558,134168262,127767847,129676643,140219647,118405481,125888154,124789164,141692087,124269992,92261511,72432027,85162794,117363819,109078960,117269563,115368311,87845665,102886185,103706640,61040822,66047029,80328015,98757960,84919994,95617024,99076973,93194211,79130022,89751626,104676441,107484615,96600862,90754858,75809287,86584918,115167392,134643063,129075569,137586949,138420758,119163979,134900750,120984635,134189742
식음료,서울특별시,560303593,503228281,611429717,583291862,601633333,584178440,594587272,585537793,561683078,589208250,576143855,647486216,590042968,515468891,607565428,578299275,614873006,584698221,594296077,594422212,545090402,600428453,587881093,654595169,556111252,466286041,415640464,447839287,505885289,486348176,535094168,445951882,369606649,481981090,445058945,292760900,315247497,352564925,439731023,436707746,450836864,443797613,373425931,364402809,392650609,454324285,507390566,474809886,427551418,359064942,433864523,535362302,601151613,565552030,580652680,546814656,534220295,590341963,549768369,599239868
식음료,울산광역시,31826453,28117886,32953916,31861463,33396258,30615746,32180558,32322342,29662720,30308285,29824923,33747608,30762749,27802712,31442422,29030139,31317119,29650973,30178021,31699699,27395015,29789841,29844985,32876583,28746006,23304208,18888594,23095456,29129403,26581771,28168438,28370238,20919832,26351312,25822303,16642642,16283082,18492688,23228287,21329664,20911219,22707256,24767438,23112938,22031705,25729096,26755828,24859440,21433971,18038740,22033404,27534049,31814898,29976291,31462129,31354489,27769691,32412545,28783865,31155609
식음료,인천광역시,31625675,78409394,92642296,90070590,97170118,92750916,95389290,97595142,93230856,91790475,86518088,99163187,90897646,82987893,94211442,88105119,96491559,89236683,84289726,88916817,77751127,84251390,81572855,92399093,83499260,66862560,62703139,68136735,78831970,68313131,76435903,70422037,58028962,73874909,61895403,44769053,46285725,50704293,59223530,60050853,66616613,61868440,56366089,58021885,62230736,69291062,68231138,59949690,56520813,49191085,60080664,74323542,86262681,80402738,89040175,89132194,85572747,93253564,81388231,87823927
식음료,전라남도,31625675,29824375,37157270,39212261,43525706,37518740,41946063,47980472,40725999,39766579,38177391,38264359,35213361,35036302,41495421,39824358,44881815,41047883,42299782,53241741,37883231,43645092,42052142,40459979,38733028,30900736,32540659,36611247,48182890,40550731,40453186,51013625,32572566,43125571,36957566,28297394,25954263,29782563,36747860,38284400,41651632,40172962,42139867,44121459,37505298,44865205,42698203,36083593,34601499,28753517,34180846,45047028,52646761,50019779,53064420,58644687,44580047,55240542,45019821,39390572
식음료,전라북도,36746042,35204641,40377090,41468678,45304207,40040353,41343438,44326063,43278697,42729220,40546910,41875005,37592743,37189020,41075930,40001688,45238188,40524936,39650785,46363595,38881267,42879826,42194078,41451025,38196399,28705354,29471317,34050468,42778749,36609595,37891116,41449685,32010403,39054924,35726952,22781292,24119264,28983461,33795432,33693447,40131404,36559778,36940578,36998800,34471034,40291249,38966529,33760913,32994279,26894352,30761390,41172847,47409113,43602121,44364195,46544146,36555639,42879195,36750721,32642916
식음료,제주특별자치도,29369630,23964373,29534346,33654926,33082972,33924142,35049984,39560306,31489966,30616599,27964861,28789355,29662135,27932840,29951269,30842879,32342587,33464760,34688736,42116395,29063322,34923368,32654735,33021704,31997126,19882784,18510375,19358689,28375848,29617245,35359200,43921049,27371535,37867933,38746078,21978534,16958155,25818814,32554728,40346809,42539640,39606063,40109397,37590449,31554036,44515402,42937528,36982053,39107317,35688245,33506538,44580103,50025325,49304725,47717327,53474658,37099310,48409003,38527570,34440681
식음료,충청남도,50006556,47092587,60369187,62576679,65491812,60158151,60715041,63570668,62715856,61592845,57287302,58488010,51926837,49158069,61624450,61003801,66026160,61086401,58642074,67349303,57402068,63153313,58673934,57815053,52067509,40670999,39474408,50034993,61666509,54204383,56023096,56845467,47542964,56264495,48547037,37537942,34228528,38701249,48072839,52452538,57176874,52822641,53538912,53266895,50689961,58870523,53961242,48192915,45240368,38865155,47550319,61700096,68593853,63756255,65770929,66968737,61343090,71445367,59132438,54450196
식음료,충청북도,41798885,40101182,49082891,49967552,54123277,50238898,50547050,52386720,50490569,49730618,47063565,49549319,43900233,41793657,49516158,48584807,53121443,49744733,48047178,52799462,46959387,50240695,47949581,49277525,43931195,35298464,34260697,40276761,49060399,44304426,45999545,45140223,39019609,45448885,41680406,28128138,26802139,30947895,38395291,40171427,44617103,41823246,43214271,40610859,40322706,45408357,44387389,39133136,35312007,30426499,37571150,47462177,54910322,51268917,54513923,54888950,50757416,58219380,49807423,46857513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
